1,1
2,0.5
3,0.333333333333333
4,0.25
5,0.2
6,0.166666666666667
7,0.142857142857143
8,0.125
9,0.111111111111111
10,0.1
11,0.0909090909090909
12,0.0833333333333333
13,0.0769230769230769
14,0.0714285714285714
15,0.0666666666666667
16,0.0625
17,0.0588235294117647
18,0.0555555555555556
19,0.0526315789473684
20,0.05
21,0.0476190476190476
22,0.0454545454545455
23,0.0434782608695652
24,0.0416666666666667
25,0.04
26,0.0384615384615385
27,0.037037037037037
28,0.0357142857142857
29,0.0344827586206897
30,0.0333333333333333
31,0.032258064516129
32,0.03125
33,0.0303030303030303
34,0.0294117647058824
35,0.0285714285714286
